gene_name	NES	pvalues	reg_exp_meas	reg_exp_sign	pWeight	raw_weight	weight	weightedNES	UNIPROT	mf
ATF2	1.9676861404568804	0.049104161478829136	13	NA	0.049104161478829136	3.0138114926035424	0.15348301153415372	1.2080255783653513	P15336	tf
ATF4	5.933480944354311	2.9657843560724017e-09	22	NA	2.9657843560724017e-09	19.63612430117646	1	23.733923777417242	P18848	tf
ATF6	2.025427527259478	0.042823483232544465	12	NA	0.042823483232544465	3.150668653203161	0.16045267410608086	1.2999410518274008	P18850	tf
ESR1	-2.13842066149017	0.03248261703473124	89	1	0.03248261703473124	3.4270501932051385	0.17452783149268483	-1.4928556834761282	P03372	tf
FOXM1	2.0366059136938115	0.04168954970093757	23	NA	0.04168954970093757	3.17750478827663	0.1618193457904652	1.3182489463477007	Q08050;Q08050	tf
FOXO1	2.7249370935592045	0.0064313739390324835	24	NA	0.0064313739390324835	5.046567087192292	0.257004234124243	2.8012814830676964	Q12778	tf
FOXO3	4.242966406238921	2.2058446637570954e-5	36	1	2.2058446637570954e-5	10.721814961959494	0.5460250096969043	9.267063092440983	O43524	tf
HIF1A	-2.2162466157872434	0.026674616917932555	90	NA	0.026674616917932555	3.62404284298713	0.1845599868590159	-1.6361217851441283	Q16665	tf
MYCN	-3.2987349073090355	9.712158128001068e-4	15	NA	9.712158128001068e-4	6.936961856078131	0.3532755114848462	-4.661449046530065	P04198	tf
SREBF1	3.3381333727412277	8.43432542408864e-4	22	NA	8.43432542408864e-4	7.078030632609772	0.3604596571119539	4.813049643729093	P36956;P36956	tf
SREBF2	3.03599808526711	0.002397408867949217	13	NA	0.002397408867949217	6.03336676321204	0.30725853384675117	3.7313452817628643	Q12772	tf
STAT3	2.5758201451607605	0.01000026485900215	44	NA	0.01000026485900215	4.605143700438622	0.23452406543193016	2.4163672490582644	P40763	tf
TWIST1	2.7633860608420466	0.005720506072298819	22	NA	0.005720506072298819	5.1636980033259245	0.26296930718739403	2.9067428716437393	Q15672	tf
